"","id","lat","lon","wiki","name","alt_names","place_id","place_name","startmin","startmax","endmin","endmax","description","sources","type","architect_uri"
"614","2661","51.5242","4.46009","","De Ark","","1588","Roosendaal","1965","0","0","0","Noodkerk, Parochie Moeder Gods, sloop 1980.","","http://vocab.getty.edu/aat/300007391",""
"615","2833","52.6562","4.78018","","De Ark","","1115","Sint Pancras","1968","0","0","0","","","http://vocab.getty.edu/aat/300007391",""
"616","3775","51.006389","5.876944","https://nl.wikipedia.org/wiki/De_Baandert_%28stadion%29","De Baandert","","0","Sittard","1964","1964","2000","2000","De Baandert was een Nederlands voetbalstadion in het Limburgse Sittard. Het stadion werd gebouwd in 1964 en was eerst de thuishaven van betaaldvoetbalclubs Sittardia en later van Fortuna Sittard. In 2000 werd het afgebroken. De naam was afkomstig van de wijk waar het sportpark gevestigd was.","","http://vocab.getty.edu/aat/300007271",""
"617","572","51.979619444444","5.1657638888889","http://nl.wikipedia.org/wiki/De_Beest","De Beest","","2056","Schalkwijk","0","0","0","0","","","",""
"618","524","51.919497222222","4.4880472222222","http://nl.wikipedia.org/wiki/De_Beurs_(1736)","De Beurs","","3086","1736","0","0","1940","0","","","",""
"619","525","51.919279","4.487529","http://nl.wikipedia.org/wiki/De_Beurs_(1635)","De Beurs","","3086","1635","1635","1736","0","0","De Beurs was een beursgebouw in Rotterdam dat van 1635 tot 1736 aan de Noordblaak stond, nabij de Gapersbrug. Het gebouw diende als een overdekte handelslocatie. Op de plek waar De Beurs gebouwd was, was eerst een vismarkt (Vischmarkt).

Het beursgebouw werd opgericht nadat het eerdere beursgebouw dat in 1598 opgericht was aan het Haringvliet N.Z. te klein was bevonden. Gedurende de achttiende eeuw bleek ook De Beurs bij de Gapersbrug te klein te worden. In 1736 werd een nieuw gebouw op de hoek van het water Blaak en de straat Westnieuwland opgericht dat eveneens De Beurs heette.","","",""
"620","453","52.071111111111","4.3011111111111","http://nl.wikipedia.org/wiki/De_Blauwe_Aanslag","De Blauwe Aanslag","","1245","'s-Gravenhage","0","0","0","0","","","",""
"621","2633","52.194","4.44547","","De Blokkendoos","","1708","Rijnsburg","1931","0","1959","0","Houten noodkerk. Gesloopt in 1959  voor nieuwbouw (Petrakerk).","","http://vocab.getty.edu/aat/300007391",""
"622","3344","51.4524","5.44119","","De Bron","","1101","Eindhoven","0","0","0","0","","","http://vocab.getty.edu/aat/300007391",""
"623","3587","52.162770997976","4.4817843250037","","De Bul","","2088","Leiden","0","0","0","0","verdwenen","https://github.com/erfgoedleiden/Cultuurhistorische-atlas-Leiden; ","http://vocab.getty.edu/aat/300264626",""
"624","725","51.415535","6.033608","http://nl.wikipedia.org/wiki/De_Donck_(Swolgen)","De Donck","","1515","Sevenum","1700","1747","1914","0","Huis De Donck is een verdwenen kasteel in de Nederlandse plaats Swolgen, ten noordwesten van de dorpskern van Sevenum in het dal van een zijbeek van de Grote Molenbeek. Tegenwoordig ligt dit Limburgse dorp in de gemeente Horst aan de Maas.

Het kasteel stamt in ieder geval uit een tijd voor 1747, aangezien Sibilla Romer in dat jaar als eigenaresse wordt vermeld. Het lag op een rechthoekig omgracht terrein met afgeronde hoeken. In die tijd raakte het kasteel al redelijk in verval en als gevolg daarvan werd het in 1914 afgebroken. Aansluitend werd een nieuwe boerderij, voor de plek waar het kasteel heeft gestaan, gebouwd. Deze boerderij wordt nog steeds bewoond. In ieder geval tot het begin van de 20e eeuw bleef nog een van de twee torens van het voormalige kasteel in de boerderij zichtbaar.","","",""
"625","3586","52.163230760634","4.4820352233299","","De Eendragt","","2088","Leiden","0","0","0","0","verdwenen","https://github.com/erfgoedleiden/Cultuurhistorische-atlas-Leiden; ","http://vocab.getty.edu/aat/300264626",""
"626","3602","52.161639374834","4.4958402870058","","De Eenhoorn","","2088","Leiden","0","0","0","0","Geheel verdwenen","https://github.com/erfgoedleiden/Cultuurhistorische-atlas-Leiden; ","http://vocab.getty.edu/aat/300006341",""
"627","3048","52.0208","5.55103","","De Engelenburgh","","2048","Veenendaal","0","0","2000","0","Kapel voormalig Bejaardentehuis De Engelenburgh, gesloopt in 2000.","","http://vocab.getty.edu/aat/300007391",""
"628","1215","52.3597","6.66619","","De Esch","","1924","Almelo","0","0","0","0","Buiten gebruik, daarna gesloopt.","","http://vocab.getty.edu/aat/300007391",""
"629","1559","52.0672","5.19781","","De Gaarde","","2603","Bunnik","1962","0","0","0","","","http://vocab.getty.edu/aat/300007391",""
"630","642","52.078736111111","5.1280111111111","http://nl.wikipedia.org/wiki/De_Gans_(Utrecht)","De Gans","","3295","Utrecht","1754","0","1920","0","","","http://vocab.getty.edu/aat/300264626",""
"631","1923","53.2295","6.54197","","De Garf / Kruiskapel","","1070","Groningen","1968","0","0","0","voormalige Gereformeerde noodkerk Opstanding, buiten gebruik,  gesloopt.
Orgel herplaatst in Emmauskerk, wijk Lewenborg, Groningen","","http://vocab.getty.edu/aat/300007391",""
"632","1555","51.2687","5.56501","","De Goede Herder","","1571","Budel","1964","0","0","0","","","http://vocab.getty.edu/aat/300007391",""
"633","2236","52.4357","4.91476","","De Goede Herder","","1328","Landsmeer","0","0","0","0","","","http://vocab.getty.edu/aat/300007391",""
"634","3271","52.149","4.5334","","De Goede Herder","","2112","Zoeterwoude","1860","0","0","0","OLV van Liefde, buiten gebruik 1969, sloop 1972.","","http://vocab.getty.edu/aat/300007391",""
"635","98","53.035008333333","5.6211694444444","http://nl.wikipedia.org/wiki/De_Hemmen_(stins)","De Hemmen","","3504","stins","0","0","0","0","","","",""
"636","2589","51.8856","4.38448","","De Heuvel","","3085","Pernis","1981","0","0","0","Voormalige boerderij, gesloopt voor nieuwbouw.","","http://vocab.getty.edu/aat/300007391",""
"637","2866","52.1158","5.28415","","De Hoeksteen","","1014","Soesterberg","1965","0","0","0","Voormalige kerk De Hoeksteen uit 1965, verving een kerk uit 1928. Buiten gebruik sinds 1998. Gesloopt omstreeks 2000.
Ter plaatse staan nu woningen.","","http://vocab.getty.edu/aat/300007391",""
"638","2912","52.572","5.6438","","De Hoeksteen","","2431","Swifterbant","1964","0","0","0","was een noodkapel uit Dronten.","","http://vocab.getty.edu/aat/300007391",""
"639","594","52.135833333333","5.0472583333333","http://nl.wikipedia.org/wiki/De_IJsvogel","De IJsvogel","","2064","Maarssen","0","0","0","0","","","",""
"640","936","52.3837813","4.63279731","","De Infirmerie voor het Garnizoen","","2907","Haarlem","0","0","1881","0","Het pand werd vanaf 1816 gebruikt als garnizoensinfirmerie, oftewel militair hospitaal. Voor de sloop in 1881 is een Teekenschool voor Kunstnijverheid in het pand gevestigd geweest.

De polygoon komt van de kaart van Nautz.","","http://vocab.getty.edu/aat/300006676",""
"641","3240","52.4523","4.83466","","De Kajuit","","1884","Zaandam","0","0","0","0","","","http://vocab.getty.edu/aat/300007391",""
"642","2540","52.4285","4.88512","","De Kapel","","2113","Oostzaan","1881","0","0","0","Buiten gebruik 1968. Gesloopt 1970.","","http://vocab.getty.edu/aat/300007391",""
"643","629","52.092458333333","5.1060833333333","http://nl.wikipedia.org/wiki/De_Kat_(Utrecht)","De Kat","","3295","Utrecht","1746","0","1877","1909","","","http://vocab.getty.edu/aat/300264626",""
"644","676","52.096388888889","5.1147222222222","http://nl.wikipedia.org/wiki/De_Klaarwater","De Klaarwater","","3295","Utrecht","1560","1737","1753","1821","De Klaarwater is een verdwenen molen in de stad Utrecht die stond op het bastion Morgenster ter hoogte van de huidige Oranjestraat.","","http://vocab.getty.edu/aat/300264626",""
"645","961","52.383311855684","4.6385522546473","","De Kleine Kerk der R.C.gemeente van de Statie St. Joseph","","2907","Haarlem","0","0","0","0","","","http://vocab.getty.edu/aat/300007466",""
"646","631","52.098586111111","5.1131416666667","http://nl.wikipedia.org/wiki/De_Korenschoof_(Utrecht)","De Korenschoof","","3295","Utrecht","1900","1925","1978","0","De Korenschoof was een brood- en meelfabriek in de Nederlandse stad Utrecht.
De fabriek opende begin 19e eeuw langs de rivier de Vecht aan de Kaatstraat. Zij werd gevestigd op het terrein van Zijdebalen waarbij gebruik werd gemaakt van de oude textielindustrie die hier kort daarvoor gesloten was. In 1885 werd De Korenschoof tevens een brood- en banketbakkerij. In de stad Utrecht had ze meerdere bakkerswinkels, later Lubro-winkels. In 1938 sloot de broodfabriek, de meelfabriek hield het nog uit tot 1970. Rond 1978 is de fabriek gesloopt.","","http://vocab.getty.edu/aat/300006232",""
"647","2140","53.0095","6.14005","","De Lantaerne","","2197","Hoornsterzwaag","1896","0","1989","0","Buiten gebruik 1971, gesloopt in 1989  (6e Wijk).","","http://vocab.getty.edu/aat/300007391",""
"648","947","52.38106731003","4.6334410922528","","De Latijnsche School ","","2907","Haarlem","0","0","0","0","","","http://vocab.getty.edu/aat/300006495",""
"649","3589","52.164317611071","4.4885629280105","","de Leidsche Broodfabriek (LBF)","","2088","Leiden","1866","1866","0","0","De oorspronkelijke bedrijfsbebouwing is geheel vervangen","https://github.com/erfgoedleiden/Cultuurhistorische-atlas-Leiden; Telefoondienst 1915; www.hollebeek.nl","http://vocab.getty.edu/aat/300006232",""
"650","3605","52.162632773598","4.5016974721146","","De Leidsche Sajetfabriek","","2088","Leiden","0","0","0","0","De oorspronkelijke bedrijfsbebouwing is geheel vervangen","https://github.com/erfgoedleiden/Cultuurhistorische-atlas-Leiden; Nijverheidsstatistiek Struvée en Bekaar, 1887-1889 (bron genoemd op website www.hollebeek.nl); www.hollebeek.nl","http://vocab.getty.edu/aat/300006232",""
"651","205","52.371666666667","4.8711111111111","http://nl.wikipedia.org/wiki/De_Liefde_(Amsterdam)","De Liefde","Nicolaas en Barbara","3594","Amsterdam","1885","0","0","0","De Liefde is de gangbare benaming van de rooms-katholieke Parochiekerk van de HH. Nicolaas en Barbara te Amsterdam-West.

Toen in de jaren tachtig van de negentiende eeuw de Kinkerbuurt gebouwd werd, was een nieuwe, grotere kerk noodzakelijk. Tussen 1883 en 1885 werd de nieuwe kerk van P.J.H. Cuypers gerealiseerd. Het was een neogotische, driebeukige basiliek. Bij de kerk werd begin 1900 een pastorie, een zusterhuis en een nieuw schoolcomplex gebouwd.","","http://vocab.getty.edu/aat/300007466","https://rkd.nl/explore/artists/19348"
"652","661","52.062069444444","5.1116888888889","http://nl.wikipedia.org/wiki/De_Liesbosch_(zwembad)","De Liesbosch","","3295","Utrecht","1927","0","1990","0","Zweminrichting De Liesbosch is een voormalig openluchtzwembad aan de Overijssellaan bij het Merwedekanaal in de Nederlandse stad Utrecht in de wijk Transwijk.","","http://vocab.getty.edu/aat/300007376",""
"653","3432","52.060908","5.112751","https://nl.wikipedia.org/wiki/De_Liesbosch_%28buitenplaats%29","De Liesbosch","","3295","Utrecht","1658","1660","1948","1948","Buitenplaats De Liesbosch in de wijk Hoograven van de Nederlandse stad Utrecht was aan de oostoever van de Vaartsche Rijn gelegen en dateert uit de 17e eeuw.[1]

Van 1645 tot 1954 behoorde het gebied toe aan de gemeente Jutphaas. Hierna kwam Hoograven aan Utrecht, Laagraven bleef bij Jutphaas en werd in 1971 deel van Nieuwegein als Laagraven-Liesbosch.

De naam 'De Liesbosch' heeft zijn oorsprong in het feit dat de grond ter plaatse erg drassig was, het gebied werd aangeduid als de plek 'waar lies en bies' groeiden.","","http://vocab.getty.edu/aat/300005567",""
"654","935","52.383911507499","4.6324550873832","","De Manege voor het Garnisoen","","2907","Haarlem","0","0","0","0","","","http://vocab.getty.edu/aat/300006887",""
"655","630","52.094602","5.110815","http://nl.wikipedia.org/wiki/De_Meiboom_(molen)","De Meiboom","","3295","molen","1745","0","1912","0","De korenmolen De Meiboom werd in 1745 gebouwd op de stadswal aan het Paardenveld.

Toen de gemeente plannen had voor een groenteveiling aan het Paardenveld, werd De Meiboom rond 1912 gesloopt. In diezelfde tijd onderging de naastgelegen molen Rijn en Son ook dit lot. In 1913 verrees een nieuwe molen genaamd Rijn en Zon een stuk noordelijker aan de Adelaarstraat. Bij de bouw ervan zijn onderdelen van De Meiboom en andere molens hergebruikt. De gevelsteen van De Meiboom met daarop onder meer een boom uitgebeeld, is in de collectie van het Centraal Museum opgenomen.","","http://vocab.getty.edu/aat/300264626",""
"656","1460","52.1255","5.18623","","De Morgenster","","2935","Bilthoven","1963","0","0","0","","","http://vocab.getty.edu/aat/300007391",""
"657","519","51.922685","4.496772","http://nl.wikipedia.org/wiki/De_Noord_(Rotterdam)","De Noord","","3086","Rotterdam","1711","0","1954","0","Korenmolen De Noord was een stellingmolen aan het Oostplein in Rotterdam. De molen werd in 1711 gebouwd ter vervanging van een standerdmolen. Vanaf de bouw tot in de negentiende eeuw werd de Noord gebruikt als moutmolen; later werd overgeschakeld op het malen van graan voor veevoer. In 1919 dreigde sloop, wat ternauwernood voorkomen kon worden door ingrijpen van de gemeenteraad. De Noord werd gerestaureerd en verhuurd aan de firma van Vliet uit Goidschalxoord. Tijdens het bombardement op Rotterdam stond de omgeving in lichterlaaie. De molenaars lieten de wieken draaien om overslaan van de brand naar de molen te voorkomen.

In de nacht van 27 op 28 juli 1954 brandde de molen uit. De molenromp, die te slecht was om gebruikt te kunnen worden voor herbouw, werd in het najaar van hetzelfde jaar afgebroken. Een plan voor herbouw werd door de gemeenteraad afgekeurd.","","",""
"658","3362","52.6069","4.7103","","De Noorder Geest","","1243","Heiloo","1962","0","0","0","Moderne kerk met forse losstaande toren. Buiten gebruik 2001, toen de Gereformeerde Kerk, in kader Samen op Weg (SOW), met de Ned. Herv. Kerk de Ter Coulsterkerk aan de Holleweg in gebruik nam. Plan sloop 2007. Na leeghalen (o.a. verwijdering orgel) in tijdelijk gebruik voor exposities e.d., en als atelier. Zomer 2011 stonden kerk en toren (waarin klok) er nog steeds.","","http://vocab.getty.edu/aat/300007391",""
"659","1264","52.3321","4.8757","","De Ontmoeting","","3594","Amsterdam","0","0","0","0","Zeer bescheiden, architectonisch op eerste gezicht weinig interessante, moderne kerk(zaal), zonder toren. Buiten gebruik begin jaren 2000, in kader Samen op Weg (SOW) met de Gereformeerde Pelgrimskerk aan de Van Boshuizenstraat. Later, na enige jaren van leegstand, gesloopt. Locatie ter plaatse onherkenbaar veranderd door nieuwbouwprojecten.","","http://vocab.getty.edu/aat/300007391",""
"660","1307","52.3319","4.87923","","De Ontmoeting","","3594","Amsterdam","0","0","0","0","Noodkerk, eind jaren 1960 vervangen door ""definitief"" (inmiddels gesloopt) kerkgebouw De Ontmoeting.","","http://vocab.getty.edu/aat/300007391",""
"661","2186","52.5582","5.90814","","De Ontmoeting","","2894","Kampen","0","0","0","0","In Schoolgebouw Ichtus College, gemeente uiteengevallen in 2006. Schoolgebouw is gesloopt.","","http://vocab.getty.edu/aat/300007391",""
"662","1714","53.1178","6.09642","","De Opdracht","","3279","Drachten","1977","0","2002","0","Buiten gebruik, gesloopt in 2002.","","http://vocab.getty.edu/aat/300007391",""
"663","2619","52.0042","6.02417","","De Open Hof","","1501","Rheden","1964","0","0","0","Buiten gebruik, gesloopt nu woningen","","http://vocab.getty.edu/aat/300007391",""
"664","1459","52.4892","4.64578","","De Opgang","","2735","Beverwijk","1959","0","0","0","","","http://vocab.getty.edu/aat/300007391",""
"665","490","52.15365","4.4945027777778","http://nl.wikipedia.org/wiki/De_Oranjeboom_(Leiden)","De Oranjeboom","","2088","Leiden","1733","0","1904","0","De Oranjeboom was een korenmolen in de Nederlandse plaats Leiden. De molen werd gebouwd in 1733 en afgebroken in 1904. Vlak bij de standplaats staat nu het Zuidelijk rioolgemaal aan de Geregracht.","","http://vocab.getty.edu/aat/300264626",""
"666","174","52.479081","4.812799","http://nl.wikipedia.org/wiki/De_Oude_Wolf","De Oude Wolf","","1884","Zaandam","1615","0","1877","0","De Oude Wolf was een van de eerste windgedreven oliemolens in de Zaanstreek en stond aan de Zaanse Schans ten noorden van de oliemolen de Bonte Hen op het terrein van de voormalige lak- en vernisfabriek van Jacob Vis Pz. Blijkens een akte uit 1658 heette de molen toentertijd 'De Gouden Wolf'[1]. De molen werd omstreeks 1615 gebouwd en in december 1877 gesloopt, maar de schuur bleef staan. In 1904 brandde de schuur af. De molen en de schuur zijn niet herbouwd.","","",""
"667","2321","52.9961","5.98285","","De Paedwyzer","","3351","Luxwoude","0","0","0","0","","","http://vocab.getty.edu/aat/300007391",""
"668","552","52.007101944444","4.3513080555556","http://nl.wikipedia.org/wiki/De_Papegay","De Papegay","","2138","Delft","0","0","0","0","","","",""
"669","1293","52.37119","4.911398","","De Pool","De r.k. kerk van de H. Anna","3594","Amsterdam","1720","0","1883","1910","De Rooms katholieke kerk dankt haar bijnaam De Pool aan haar vestiging in het voormalig wijnpakhuis van Ambrozius de Pool aan de Prins Hendrikkade.","","http://vocab.getty.edu/aat/300007466",""
"670","1311","52.370532","4.918654","","De Pool","Sint-Annakerk","3594","Amsterdam","1900","0","1978","0","De Sint-Annakerk, bijnaam De Pool was een Rooms-Katholieke parochiekerk aan de Wittenburgergracht op de Oostelijke Eilanden in Amsterdam. Zij heeft bestaan van 1899 tot 1978. In 1720 werd de Rooms-Katholieke schuilkerk Sint-Anna gevestigd in het voormalige wijnpakhuis van de koopman Ambrozius de Pool aan de huidige Prins Hendrikkade. Zij kreeg de bijnaam De Pool. Deze naam ging in 1900 over op de wel goed zichtbare Sint-Annakerk. De kerk was ontworpen door P.J. Bekkers, leerling van dr. P.J.H. Cuypers, en was gebouwd in neogotische stijl.","","http://vocab.getty.edu/aat/300007466",""
"671","966","52.378780759732","4.6372888166936","","De R.C.Kerk genaamd de vier Heemskinderen","","2907","Haarlem","1609","0","1827","1884","Het Huis ""De Vier Heemskinderen"", Spaarne 94, is de voormalige doopsgezinde en rooms-katholieke schuilkerk of statie van ""De Vier Heemskinderen"".

Op een tekening in het Noord-Hollands archief is op de gevel ""anno 1609"" te lezen. Het huidige pand op Spaarne 94 is gebouwd in 1884 en heeft zowel ""anno 1609"" als ""anno 1884"" op de gevel staan.

Aangezien de schuilkerk op de kaart van Nautz wordt weergegeven zal die ergens tussen 1827 en 1884 gesloopt zijn.","","http://vocab.getty.edu/aat/300007466",""
"672","1926","53.2127","6.55925","","De Rank","","1070","Groningen","0","0","0","0","","","http://vocab.getty.edu/aat/300007391",""
"673","2253","53.1942","5.80341","","De Rank","","3615","Leeuwarden","1968","0","1986","0","","","http://vocab.getty.edu/aat/300007391",""
"674","2433","52.0051","5.08658","","De Rank","","1108","Nieuwegein","1976","0","0","0","Vreeswijk. Buiten gebruik sinds 2008.","","http://vocab.getty.edu/aat/300007391",""
"675","2486","52.2488","4.43682","","De Rank","","2061","Noordwijk","1961","0","0","0","","","http://vocab.getty.edu/aat/300007391",""
"676","1925","53.225","6.52705","","De Regenboog","","1070","Groningen","1972","0","1998","0","In 1997 overbodig geworden door de bouw van een nieuwe kerk aan de Eikenlaan. De gemeente heeft de kerk gekocht en afgebroken om plaats te maken voor uitbreiding van het winkelcentrum.","","http://vocab.getty.edu/aat/300007391",""
"677","2832","52.6605","4.78489","","De Regenboog","","1115","Sint Pancras","1904","0","1972","0","","","http://vocab.getty.edu/aat/300007391",""
"678","964","52.378454682781","4.6371411871709","","De Remonstrantsche Gereformeerde Kerk","","2907","Haarlem","1640","0","1952","0","Voormalige mouterij, buiten gebruik sinds 1887, gesloopt in 1952.","","http://vocab.getty.edu/aat/300007466",""
"679","3733","52.377705","4.895041","","De Rode Burcht","De Arbeiderspers","0","Amsterdam","1931","0","1972","0","Het gebouw van de Arbeiderspers, dat in 1931 werd voltooid, huisvestte naast de directie van de Arbeiderspers en de redactie van Het Volk ook de drukkerij, de boekenuitgeverij en een boekwinkel. Het gebouw kreeg de bijnaam ""de Rode Burcht"". Het werd in 1972 gesloopt en maakte plaats voor het Sonesta Hotel ","","http://vocab.getty.edu/aat/300006247",""
"680","1802","52.7111","5.7407","","De Ruimte","","1271","Emmeloord","0","0","0","0","Houten gebouw.","","http://vocab.getty.edu/aat/300007391",""
"681","472","52.121613","4.299881","http://nl.wikipedia.org/wiki/De_Ruygenhoek","De Ruygenhoek","","1245","Scheveningen","1917","0","1983","0","De Ruygenhoek was de duinvilla in Scheveningen van Koningin Wilhelmina die in 1917 voor haar werd gebouwd om er van de zeelucht te genieten en er te schilderen.

De naam van het huis was volgens Wilhelmina een plagerijtje, omdat buitenlanders die niet konden uitspreken. Later werd het buitenverblijf gebruikt als vakantievilla voor personeel van het Koninklijk Huis. De villa is in 1983 afgebrand.","","",""
"682","2672","51.9268","4.49636","","De Samaritaan","","3086","Rotterdam","1951","0","0","0","","","http://vocab.getty.edu/aat/300007391",""
"683","1801","52.7031","5.73926","","De Schuilplaats","","1271","Emmeloord","0","0","0","0","","","http://vocab.getty.edu/aat/300007391",""
"684","471","52.109134","4.275795","http://nl.wikipedia.org/wiki/De_Seinpost","De Seinpost","","1245","Scheveningen","1886","0","1976","0","De Seinpost was een bekend café-restaurant van 1886-1972. Het lag tussen de Gevers Deynootweg en het strand van Scheveningen. Later kwam er een theater bij en in 1909 ook nog een filmtheater en dancing.","","",""
"685","3235","52.4709","4.82844","","De Spijker","","1884","Zaandam","1785","0","0","0","","","http://vocab.getty.edu/aat/300007391",""
"686","3341","52.0356","5.65144","","De Spinder","","2764","Ede","0","0","0","0","Door brand verwoest in 1993.","","http://vocab.getty.edu/aat/300007391",""
"687","386","53.358978","6.702948","http://nl.wikipedia.org/wiki/De_Staart_(Groningen)","De Staart","","3455","Loppersum","0","1866","1920","1930","De Staart is de benaming van een voormalige boerderij in de gemeente Loppersum in de Nederlandse provincie Groningen.

De boerderij lag ten westen van Westeremder Voorwerk (boerderij Groote Gasthuizer Voorwerk), ten noorden van Vierburen (en Westeremden) en ten zuidwesten van Garsthuizen grofweg tussen de boerderijen Klein Karshof en De Hooge Boomen (later Aylkemaheerd). Aan westzijde van de vroegere boerderij stroomt het Maarvliet.

De boerderij is zichtbaar in de gemeente-atlas van Nederland van 1866 en op de topografische kaarten van 1909 en 1920. Op de kaart van 1934 is de boerderij verdwenen. Ter Laan noemt het in 1954 nog een streek ten noorden van Westeremden, maar er resteert dan alleen nog een ree naar de boerderij vanaf Klein Karshof.","","",""
"688","2656","51.1935","5.98738","","De Stenen Trappen","","2281","Roermond","1962","0","0","0","Kapel Kindertehuis, St. Josephgesticht, buiten gebruik, sloop.","","http://vocab.getty.edu/aat/300007391",""
"689","3649","52.154670188757","4.4955506674511","","De Stoombroodfabriek Vereeniging Koele, Nicola en Co","","2088","Leiden","0","0","0","0","Geheel verdwenen","https://github.com/erfgoedleiden/Cultuurhistorische-atlas-Leiden; Telefoondienst 1915; www.hollebeek.nl","http://vocab.getty.edu/aat/300006232",""
"690","765","50.826166666667","5.6769416666667","http://nl.wikipedia.org/wiki/De_Thombe_(motte)","De Thombe","","1406","motte","0","0","0","0","","","",""
"691","3734","52.373622","4.889711","","De Twentsche Bank","","0","Amsterdam","0","0","1979","0","","","http://vocab.getty.edu/aat/300005213",""
"692","1288","52.3606","4.79255","","De Uitweg","","3594","Amsterdam","1955","0","0","0","","","http://vocab.getty.edu/aat/300007391",""
"693","1304","52.3567","4.79297","","De Uitweg","","3594","Amsterdam","1964","0","0","0","","","http://vocab.getty.edu/aat/300007391",""
"694","3270","52.056","4.47051","","De Voorhof, in wijkcentrum Meerzicht","","2293","Zoetermeer","1976","0","2001","0","","","http://vocab.getty.edu/aat/300007391",""
"695","2898","52.8014","6.05791","","De Voorzienigheid","","2714","Steenwijkerwold","0","0","0","0","in 1893 opende Pastoor Muiteman het Katholieke imperium “De Voorzienigheid”. In de volksmond werd het “gesticht” genoemd en was in eerste instantie opgezet als centrum voor arme kinderen en ouden van dagen. Al in 1895 kwam er een lagere school en een normale school gereed en volgden een boerderij, bakkerij, kapel en grote moestuin. Tien jaar later waren er ook ongeveer 200 verpleegden. In 1903 was er elektriciteit,riolering, gas en telefoon. Daarna zouden er nog vele onderwijsinstellingen volgen. In 1969 zijn op Steenwijkerwold ca.1200 leerlingen die een opleiding volgden en is de Croevinge Flat net klaar. Ook in dat jaar begon de stagnatie in de groei en ontwikkeling, door teruglopende geboorten. Ruimer toelatingsbeleid en opvang van vluchtelingen moesten in 1978 de klap opvangen.
De zaak kalfde steeds verder af en in 1991 werd er brand gesticht in de toen leegstaande oudste en mooiste gebouwen van de Voorzienigheid. Dit was het einde van 100 jaar katholieke
onderwijshistorie van Steenwijkerwold. Anno 2004 zijn alleen de kapel (1964) en huishoudschool (Sportskoele) nog intact en resten alleen nog wat straatnamen die herinneren aan roemruchte onderwijstijden.","","http://vocab.getty.edu/aat/300007391",""
"696","3320","52.3003","4.84828","","De Vuurbaak","","1050","Amstelveen","0","0","0","0","Voormalig Wijkgebouw van de Nederlands Hervormde Kerk. 
Werd later gehuurd door de Gereformeerde Kerk Vrijgemaakt.
Door brand verwoest in 2000.","","http://vocab.getty.edu/aat/300007391",""
"697","1308","52.3448","4.8882","","De Wielingen","Diaconieweeshuis der Nederlands Hervormde gemeente, Weeshuis aan de Wielingenstraat","3594","Amsterdam","1930","0","1991","1991","Gebouwd en tot 1970 gebruikt als weeshuis. In 1978 gekraakt, waarna het pand bekendraakte onder de naam 'De Wielingen'.","","http://vocab.getty.edu/aat/300006769",""
"698","2885","52.9854","6.96084","","De Wijkplaats","","3074","Stadskanaal","1971","0","2006","0","buiten gebruik in 1999, gesloopt in 2006","","http://vocab.getty.edu/aat/300007391",""
"699","2370","51.5009","3.60213","","De Wijngaard","","1007","Middelburg","2004","0","0","0","","","http://vocab.getty.edu/aat/300007391",""
"700","1375","52.0784","5.31114","","De Zaaier","","2824","Austerlitz","1959","0","1982","0","Buiten gebruik, gesloopt in 1982.","","http://vocab.getty.edu/aat/300007391",""
"701","2083","51.975","5.80643","","De Zaaier","","2988","Heveadorp","1938","0","0","0","Voormalig café, in gebruik 1839, door oorlogshandelingen beschadigd 1944, buiten gebruik 1958, gesloopt.","","http://vocab.getty.edu/aat/300007391",""
"702","1921","52.0418","6.6179","","De Zaeihuve (noodkerk tijdens restauratie 1946-1950)","","2224","Groenlo","1849","0","1951","0","Buiten gebruik, gesloopt 1987.","","http://vocab.getty.edu/aat/300007466",""
"703","500","51.924722222222","4.4802777777778","http://nl.wikipedia.org/wiki/Delftsche_Poort_(stadspoort)","Delftsche Poort","","3086","Rotterdam","0","0","0","0","","","http://vocab.getty.edu/aat/300005080",""
"704","653","52.098547222222","5.0580055555556","http://nl.wikipedia.org/wiki/Den_Hoet","Den Hoet","","3295","Utrecht","0","1565","1700","1741","","","http://vocab.getty.edu/aat/300005567",""
"705","824","52.673125","6.3050111111111","http://nl.wikipedia.org/wiki/Den_Hof","Den Hof","","3162","de Wijk","0","0","0","0","","","",""
"706","173","52.321806","4.952989","http://nl.wikipedia.org/wiki/Dennenrode_(flatgebouw)","Dennenrode","","3594","Amsterdam","1970","1975","2010","0","Dennenrode was een flatgebouw in Amsterdam-Zuidoost, genoemd naar een landhuis in Hooghalen.","","http://vocab.getty.edu/aat/300005707",""
"707","3761","52.091248","5.114174","","Derde Jaarbeursgebouw","","0","Utrecht","1932","0","1970","0","Het derde Jaarbeursgebouw is de meest zuidelijk gelegen uitbreiding van het oude Jaarbeurscomplex op het Vredenburg in Utrecht dat vanaf 1932 in gebruik was. Vanaf 1953 werd de beurs uitgebreid naar het huidige terrein aan de andere kant van het spoor. Het Derde Jaarbeursgebouw werd in 1970, samen het het eerste en tweede, afgebroken om plaats te maken voor Hoog Catharijne.  ","","http://vocab.getty.edu/aat/300005222",""
"708","2744","51.9144","4.4747","","Diaconessenkapel","","3086","Rotterdam","1904","0","0","0","Kapel van Dam Bethesda Ziekenhuis. Gesloopt.","","http://vocab.getty.edu/aat/300007391",""
